ICDVersion;SeqType;SiterecwithKM;Deathcodes-ignoring4thdigit;Deathcodes-requiring4thdigit;Label
9;0;21044;530-543,556-562,567-569,578; ;HepaticFlexure
9;0;21045;530-543,556-562,567-569,578; ;TransverseColon
9;0;21046;530-543,556-562,567-569,578; ;SplenicFlexure
9;0;21047;530-543,556-562,567-569,578; ;DescendingColon
9;0;21048;530-543,556-562,567-569,578; ;SigmoidColon
9;0;21049;530-543,556-562,567-569,578; ;LargeIntestine,NOS
9;0;21051;530-543,556-562,567-569,578; ;RectosigmoidJunction
9;0;21052;530-543,556-562,567-569,578; ;Rectum
9;0;21060;042-044,530-537,556-562,569,578; ;Anus,AnalCanalandAnorectum
9;0;21071;530-537,556-562,570-573,578; ;Liver
9;0;21072;530-537,556-562,570-573,578; ;IntrahepaticBileDuct
9;0;21080;530-537,556-562,574-576,578; ;Gallbladder
9;0;21090;530-537,556-562,574-576,578; ;OtherBiliary
9;0;21100;530-537,556-562,577-578; ;Pancreas
9;0;21110;530-537,556-562,578; ;Retroperitoneum
9;0;21120;530-537,556-562,578; ;Peritoneum,OmentumandMesentery
9;0;21130;530-537,556-562,578; ;OtherDigestiveOrgans
9;0;26000;611; ;Breast
9;0;27010;043-044,614-621;0420-0421,0429;CervixUteri
9;0;27020;614-621; ;CorpusUteri
9;0;27030;614-621; ;Uterus,NOS
9;0;27040;614-621; ;Ovary
9;0;27050;614-621; ;Vagina
9;0;27060;614-621; ;Vulva
9;0;27070;614-621; ;OtherFemaleGenitalOrgans
9;0;28010;600-608; ;Prostate
9;0;28020;600-608; ;Testis
9;0;28030;600-608; ;Penis
9;0;28040;600-608; ;OtherMaleGenitalOrgans
9;0;29010;584-586,593,599; ;UrinaryBladder
9;0;29020;584-586,593,599; ;KidneyandRenalPelvis
9;0;29030;584-586; ;Ureter
9;0;29040;584-586; ;OtherUrinaryOrgans
9;0;33011;043-044;0420-0421,0429;Hodgkin-Nodal
9;0;33012;043-044;0420-0421,0429;Hodgkin-Extranodal
9;0;33041;043-044;0420-0421,0429;NHL-Nodal
9;0;33042;043-044;0420-0421,0429;NHL-Extranodal
9;0;36020;043-044;0420-0421,0429;KaposiSarcoma
9;0;37000;284;2731;Miscellaneous
9;1;20010;042-044,140-149,210,215-216,235;1602-1609,1700,1710,1719,1730,1733,1734,1739,1950,2300,2320,2323-2324;Lip
9;1;20020;042-044,140-149,210,215-216,235;1602-1609,1700,1710,1719,1730,1733,1734,1739,1950,2300,2320,2323-2324;Tongue
9;1;20030;042-044,140-149,210,215-216,235;1602-1609,1700,1710,1719,1730,1733,1734,1739,1950,2300,2320,2323-2324;SalivaryGland
9;1;20040;042-044,140-149,210,215-216,235;1602-1609,1700,1710,1719,1730,1733,1734,1739,1950,2300,2320,2323-2324;FloorofMouth
9;1;20050;042-044,140-149,210,215-216,235;1602-1609,1700,1710,1719,1730,1733,1734,1739,1950,2300,2320,2323-2324;GumandOtherMouth
9;1;20060;042-044,140-149,210,215-216,235;1602-1609,1700,1710,1719,1730,1733,1734,1739,1950,2300,2320,2323-2324;Nasopharynx
9;1;20070;042-044,140-149,210,215-216,235;1602-1609,1700,1710,1719,1730,1733,1734,1739,1950,2300,2320,2323-2324;Tonsil
9;1;20080;042-044,140-149,210,215-216,235;1602-1609,1700,1710,1719,1730,1733,1734,1739,1950,2300,2320,2323-2324;Oropharynx
9;1;20090;042-044,140-149,210,215-216,235;1602-1609,1700,1710,1719,1730,1733,1734,1739,1950,2300,2320,2323-2324;Hypopharynx
9;1;20100;042-044,140-149,210,215-216,235;1602-1609,1700,1710,1719,1730,1733,1734,1739,1950,2300,2320,2323-2324;OtherOralCavityandPharynx
9;1;21010;150-151,159,530-537,556-562,578;2110,2301,2352-2355;Esophagus
9;1;21020;150-151,159,530-537,556-562,578;2111,2302,2352-2355;Stomach
9;1;21030;152-155,159,530-537,556-562,578;1974,2112,2307,2352-2355;SmallIntestine
9;1;21041;152-155,159,211,530-543,556-562,567-569,578;1975,2303,2304,2352-2355;Cecum
9;1;21042;152-155,159,211,530-543,556-562,567-569,578;1975,2303,2304,2352-2355;Appendix
9;1;21043;152-155,159,211,530-543,556-562,567-569,578;1975,2303,2304,2352-2355;AscendingColon
9;1;21044;152-155,159,211,530-543,556-562,567-569,578;1975,2303,2304,2352-2355;HepaticFlexure
9;1;21045;152-155,159,211,530-543,556-562,567-569,578;1975,2303,2304,2352-2355;TransverseColon
9;1;21046;152-155,159,211,530-543,556-562,567-569,578;1975,2303,2304,2352-2355;SplenicFlexure
9;1;21047;152-155,159,211,530-543,556-562,567-569,578;1975,2303,2304,2352-2355;DescendingColon
9;1;21048;152-155,159,211,530-543,556-562,567-569,578;1975,2303,2304,2352-2355;SigmoidColon
9;1;21049;152-155,159,211,530-543,556-562,567-569,578;1975,2303,2304,2352-2355;LargeIntestine,NOS
9;1;21051;152-155,159,211,530-543,556-562,567-569,578;1975,2303,2304,2352-2355;RectosigmoidJunction
9;1;21052;152-155,159,211,530-543,556-562,567-569,578;1975,2303,2304,2352-2355;Rectum
9;1;21060;042,152-155,159,211,530-537,556-562,569,578;1735,1975,2165,2305,2325,2352-2355,2382;Anus,AnalCanalandAnorectum
9;1;21071;155,159,530-537,556-562,570-573,578;1977,2115,2308,2352-2355;Liver
9;1;21072;155,159,530-537,556-562,570-573,578;1977,2115,2308,2352-2355;IntrahepaticBileDuct
9;1;21080;156,159,530-537,556-562,574-576,578;2115,2119,2308,2352-2355;Gallbladder
9;1;21090;156,159,530-537,556-562,574-576,578;2115,2119,2308,2352-2355;OtherBiliary
9;1;21100;157,159,530-537,556-562,577-578;2116,2117,2309,2352-2355;Pancreas
9;1;21110;158,159,530-537,556-562,578;1976,2118,2119,2309,2352-2355;Retroperitoneum
9;1;21120;158,159,530-537,556-562,578;1976,2118,2119,2309,2352-2355;Peritoneum,OmentumandMesentery
9;1;21130;159,230,530-537,556-562,578;1978,2119,2352-2355;OtherDigestiveOrgans
9;1;22010;160,162,165;1732,2120,2162,2318,2322,2356-2359,2381;Nose,NasalCavityandMiddleEar
9;1;22020;161-162,165;2121,2310,2356-2359;Larynx
9;1;22030;161-162,165;1970,2312,2122-2129,2356-2359;LungandBronchus
9;1;22050;164-165;1620,1639,1972,2129,2318,2356-2359;Pleura
9;1;22060;161-170;1970-1973,2122,2129,2311,2356-2359,2391;Trachea,MediastinumandOtherRespiratoryOrgans
9;1;23000;170,213;1985,2380;BonesandJoints
9;1;24000;171;1641,1922,1928,1929,2126-2159,2388;SoftTissueincludingHeart
9;1;25010;172-173,216,232;1982;MelanomaoftheSkin
9;1;25020;172-173,176,216,232;1982,2384;OtherNon-EpithelialSkin
9;1;26000;174,217,611;1735,2165,2330,2382,2383;Breast
9;1;27010;042-044,179-180,182-184,218,219,614-621;2331,2360-2363;CervixUteri
9;1;27020;179-180,182-184,218-219,614-621;2332,2333,2360-2363;CorpusUteri
9;1;27030;179-180,182-184,218-219,614-621;2332,2333,2360-2363;Uterus,NOS
9;1;27040;179-180,182-184,220,614-621;1986,2333,2360-2363;Ovary
9;1;27050;179-180,182-184,221,614-621;2333,2363;Vagina
9;1;27060;179-180,182-184,221,614-621;2331,2363;Vulva
9;1;27070;179-184,218-219,221,614-621;2333,2360-2363;OtherFemaleGenitalOrgans
9;1;28010;185-187,600-608;2222,2334,2364-2366;Prostate
9;1;28020;185-187,600-608;2220,2336,2364-2366;Testis
9;1;28030;185-187,600-608;2221,2335,2364-2366;Penis
9;1;28040;185-187,600-608;2223-2229,2336,2364-2366;OtherMaleGenitalOrgans
9;1;29010;188-189,584-586,593,599;1981,2233,2337,2367;UrinaryBladder
9;1;29020;188-189,223-224,584-586,593,599;1981,2339,2367,2369;KidneyandRenalPelvis
9;1;29030;188-189,584-586;2232,2339,2369;Ureter
9;1;29040;188-189,584-586;1981,2238-2239,2339,2364-2369;OtherUrinaryOrgans
9;1;30000;190,224;2161,2321,2340,2381,2388;EyeandOrbit
9;1;31010;191,225;1920-1922,1928,1929,1983,1984,2370,2374;Brain
9;1;31040;191,225;1920-1922,1928,1929,1983,1984,2370,2374;CranialNervesOtherNervousSystem
9;1;32010;193,226-227;2348,2374;Thyroid
9;1;32020;194,227;1640,1987,2348,2126,2358,2370-2374,2381;OtherEndocrineincludingThymus
9;1;33011;042-044,196,200-208,229;2385,2387;Hodgkin-Nodal
9;1;33012;042-044,196,200-208,229;2385,2387;Hodgkin-Extranodal
9;1;33041;042-044,196,200-208,229;2385,2387;NHL-Nodal
9;1;33042;042-044,196,200-208,229;2385,2387;NHL-Extranodal
9;1;34000;203; ;Myeloma
9;1;35011;200,202-204,237;2387;AcuteLymphocyticLeukemia
9;1;35012;200,202-204,237;2387;ChronicLymphocyticLeukemia
9;1;35013;200,202-204,237;2387;OtherLymphocyticLeukemia
9;1;35021;200,202-204,237;2387;AcuteMyeloidLeukemia
9;1;35022;200,202-204,237;2387;AcuteMyeloidLeukemia
9;1;35023;200,202-204,237;2387;OtherMyeloid/MonocyticLeukemia
9;1;35031;200,202-204,237;2387;OtherMyeloid/MonocyticLeukemia
9;1;35041;200,202-204,237;2387;OtherAcuteLeukemia
9;1;35043;200,202-204,237;2387;Aleukemic,SubleukemicandNOS
9;1;36010;162-165; ;Mesothelioma
9;1;36020;042-044,176; ;KaposiSarcoma
9;1;37000;140-198,200-208,284;2384,2385,2387,2731;Miscellaneous
